data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-07-21 00:03:31;3421;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Pete Wilson;masculino;boleto
2025-07-21 00:14:40;3422;Porto Alegre;Mariana Gomes;iPhone 13;John Deloach;masculino;boleto
2025-07-21 00:35:33;3423;Recife;Ricardo Mendes;Tablet Apple Ipad;Joan Garcia;feminino;dinheiro
2025-07-21 14:17:36;3424;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;Hiram Brown;masculino;cartão de dédito
2025-07-21 15:31:31;3425;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Joann Phillips;feminino;cartão de dédito
2025-07-21 18:47:33;3426;Natal;Larissa Ferreira;Fone de Ouvido Sony;Walter Zak;masculino;cartão de dédito
2025-07-21 19:05:35;3427;Fortaleza;Beatriz Rocha;Tablet Apple Ipad;Lorenzo Klouda;masculino;dinheiro
2025-07-21 19:22:33;3428;Natal;Larissa Ferreira;Mouse Gamer Logitech;Gilberto Gemmill;masculino;pix
2025-07-21 20:12:33;3429;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Ronald Scerbo;masculino;pix
2025-07-21 20:26:33;3430;São Luís;Emanuelle Victoria;Smartwatch Garmin;Victor Welch;masculino;boleto
2025-07-21 21:01:33;3431;São Luís;Emanuelle Victoria;Smartwatch Garmin;Susan Kephart;feminino;cartão de crédito
2025-07-21 21:04:34;3432;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gilbert Sparkman;masculino;boleto
2025-07-21 21:17:35;3433;Fortaleza;André Lima;Notebook Dell Inspiron;Glenna Banick;feminino;pix
2025-07-21 22:20:31;3434;Recife;Ricardo Mendes;Fone de Ouvido Sony;Jeffrey Gonzales;masculino;pix
2025-07-21 22:39:38;3435;Fortaleza;Beatriz Rocha;Smartwatch Garmin;John Cassady;masculino;pix
2025-07-22 00:32:31;3436;Recife;Ricardo Mendes;Smartwatch Garmin;Hilton Bernal;masculino;cartão de dédito
2025-07-22 14:09:38;3437;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Mary Meyer;feminino;cartão de dédito
2025-07-22 14:19:35;3438;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Winston Tocco;masculino;cartão de dédito
2025-07-22 14:35:35;3439;São Luís;Brenno Pacheco;iPhone 13;Bernard Cottrell;masculino;dinheiro
2025-07-22 17:01:31;3440;Florianópolis;Tiago Lima;Smartwatch Garmin;Rene Thomas;masculino;cartão de crédito
2025-07-22 17:36:38;3441;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Kimberly Julian;feminino;boleto
2025-07-22 17:47:40;3442;Fortaleza;André Lima;Smartphone Samsung Galaxy;Andrew Hoyt;masculino;cartão de dédito
2025-07-22 18:21:40;3443;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Frank Hook;masculino;pix
2025-07-22 19:10:37;3444;Recife;Patrícia Carvalho;iPhone 13;Robert Milner;masculino;boleto
2025-07-22 19:33:32;3445;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;James Amato;masculino;dinheiro
2025-07-22 21:01:34;3446;Florianópolis;Tiago Lima;iPhone 13;Tiffany Titcomb;feminino;boleto
2025-07-23 16:02:35;3447;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Patricia Huls;feminino;boleto
2025-07-23 17:16:38;3448;Natal;João Matos;Câmera Canon EOS;Marvin Caruso;masculino;cartão de dédito
2025-07-23 17:39:30;3449;São Luís;Brenno Pacheco;Fone de Ouvido Sony;Jenny Orourke;feminino;cartão de dédito
2025-07-23 18:18:38;3450;Natal;Larissa Ferreira;Notebook Dell Inspiron;Lisa Wiley;feminino;dinheiro
2025-07-23 20:02:39;3451;Fortaleza;André Lima;Teclado Mecânico HyperX;Vivian Salizar;feminino;cartão de crédito
2025-07-23 20:16:31;3452;Natal;Larissa Ferreira;Tablet Apple Ipad;Cheryl Ring;feminino;cartão de dédito
2025-07-23 20:56:35;3453;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Jane Pulido;feminino;pix
2025-07-23 22:30:36;3454;Natal;Larissa Ferreira;Mouse Gamer Logitech;Rolland Lewis;masculino;cartão de dédito
2025-07-23 22:33:30;3455;Belo Horizonte;Carlos Silva;iPhone 13;Mark Brown;masculino;dinheiro
2025-07-23 22:45:33;3456;Natal;Larissa Ferreira;Câmera Canon EOS;Dennis Moore;masculino;cartão de dédito
2025-07-23 22:48:41;3457;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Edna Estrada;feminino;cartão de dédito
2025-07-23 23:48:32;3458;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Angela Williamson;feminino;boleto
2025-07-24 00:26:30;3459;Recife;Patrícia Carvalho;Tablet Apple Ipad;Louise Longoria;feminino;pix
2025-07-24 00:37:36;3460;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Brittney Carpenter;feminino;cartão de crédito
2025-07-24 15:39:30;3461;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Daniel Nishimura;masculino;cartão de dédito
2025-07-24 18:41:37;3462;Florianópolis;Tiago Lima;Câmera Canon EOS;Daryl Gregory;masculino;cartão de dédito
2025-07-24 21:39:37;3463;Florianópolis;Tiago Lima;Tablet Apple Ipad;Vera Hendrickson;feminino;dinheiro
2025-07-24 21:56:38;3464;Fortaleza;André Lima;Teclado Mecânico HyperX;Louis Ozaeta;masculino;dinheiro
2025-07-24 23:43:33;3465;Fortaleza;Beatriz Rocha;Mouse Gamer Logitech;Margarete James;feminino;boleto
2025-07-25 14:28:38;3466;Porto Alegre;Mariana Gomes;iPhone 13;Steven Wilson;masculino;dinheiro
2025-07-25 14:59:35;3467;São Luís;Brenno Pacheco;Fone de Ouvido Sony;Tiffany Lara;feminino;cartão de crédito
2025-07-25 15:53:32;3468;Natal;João Matos;Tablet Apple Ipad;Kathy Martin;feminino;boleto
2025-07-25 16:21:35;3469;Natal;João Matos;Tablet Apple Ipad;Samuel Nance;masculino;cartão de crédito
2025-07-25 17:39:40;3470;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Geneva Quintanilla;feminino;boleto
2025-07-25 17:47:33;3471;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Gay Reese;feminino;pix
2025-07-25 19:56:35;3472;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Patricia Ramirez;feminino;dinheiro
2025-07-25 20:30:35;3473;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;Kevin Horton;masculino;cartão de crédito
2025-07-25 20:30:40;3474;São Luís;Emanuelle Victoria;Notebook Dell Inspiron;David Lohrenz;masculino;dinheiro
2025-07-25 21:14:37;3475;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Donald Gibbons;masculino;boleto
2025-07-25 22:05:36;3476;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;John Brown;masculino;dinheiro
2025-07-25 22:43:33;3477;Natal;Larissa Ferreira;Câmera Canon EOS;Maryann Miller;feminino;cartão de dédito
2025-07-25 23:29:33;3478;São Luís;Emanuelle Victoria;iPhone 13;Lisa Tanner;feminino;cartão de crédito
2025-07-26 14:11:31;3479;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Guillermo Spear;masculino;cartão de crédito
2025-07-26 15:28:40;3480;Recife;Ricardo Mendes;Smartwatch Garmin;Craig Christian;masculino;dinheiro
2025-07-26 15:53:34;3481;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Lashay Caudell;feminino;dinheiro
2025-07-26 18:36:31;3482;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;James Brooks;masculino;boleto
2025-07-26 20:46:36;3483;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Allan Tango;masculino;cartão de crédito
2025-07-26 21:16:34;3484;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Michael Zane;masculino;cartão de dédito
2025-07-26 21:49:30;3485;Belo Horizonte;Carlos Silva;Câmera Canon EOS;Brandon Atencio;masculino;cartão de dédito
2025-07-27 00:05:32;3486;Recife;Patrícia Carvalho;Fone de Ouvido Sony;Candy Garza;feminino;dinheiro
2025-07-27 01:07:31;3487;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Warren Mooberry;masculino;cartão de crédito
2025-07-27 15:24:35;3488;Fortaleza;André Lima;Notebook Dell Inspiron;Rachel Wagner;feminino;dinheiro
2025-07-27 15:56:30;3489;Belo Horizonte;Fernanda Costa;Teclado Mecânico HyperX;Loretta Harris;feminino;boleto
2025-07-27 16:16:30;3490;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;William Hollenbeck;masculino;cartão de dédito
2025-07-27 17:30:30;3491;Natal;João Matos;Câmera Canon EOS;Robert Chapman;masculino;boleto
2025-07-27 19:57:36;3492;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Gary Lovin;masculino;boleto
2025-07-27 20:33:36;3493;Florianópolis;Tiago Lima;Tablet Apple Ipad;Stephen Harrison;masculino;dinheiro
2025-07-27 20:54:39;3494;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Sharon Neumann;feminino;boleto
2025-07-27 23:22:37;3495;São Luís;Brenno Pacheco;iPhone 13;Nicholas Wells;masculino;dinheiro
2025-07-28 00:29:38;3496;Natal;João Matos;Tablet Apple Ipad;Frank Neal;masculino;boleto
2025-07-28 15:52:33;3497;São Paulo;Ana Oliveira;Câmera Canon EOS;Patricia Moreno;feminino;pix
2025-07-28 19:14:37;3498;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Ruth Foster;feminino;dinheiro
2025-07-28 19:17:31;3499;Fortaleza;André Lima;Mouse Gamer Logitech;James Tejada;masculino;dinheiro
2025-07-28 19:51:38;3500;Natal;João Matos;Monitor LG Ultrawide;Janice Sims;feminino;dinheiro
2025-07-28 22:07:34;3501;Recife;Ricardo Mendes;Mouse Gamer Logitech;Kathy Dingmann;feminino;dinheiro
2025-07-29 00:44:39;3502;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Maria Caldwell;feminino;cartão de crédito
2025-07-29 00:58:36;3503;Fortaleza;Beatriz Rocha;Smartwatch Garmin;Andrew Diercks;masculino;boleto
2025-07-29 16:21:40;3504;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Colleen Page;feminino;dinheiro
2025-07-29 16:22:36;3505;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Susan Pereira;feminino;cartão de dédito
2025-07-29 16:36:40;3506;Fortaleza;André Lima;Smartwatch Garmin;Diane Hannan;feminino;boleto
2025-07-29 17:29:35;3507;Fortaleza;André Lima;Smartwatch Garmin;Aimee Bruno;feminino;pix
2025-07-29 18:28:35;3508;Recife;Patrícia Carvalho;Fone de Ouvido Sony;Malinda Swartwood;feminino;dinheiro
2025-07-29 21:22:32;3509;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jerry Fahey;masculino;cartão de crédito
2025-07-29 22:09:40;3510;Porto Alegre;Mariana Gomes;Teclado Mecânico HyperX;Steven Tousignant;masculino;pix
2025-07-29 22:33:35;3511;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Stacy Sanchez;feminino;boleto
2025-07-30 00:07:39;3512;Natal;Larissa Ferreira;Mouse Gamer Logitech;Jack Fite;masculino;boleto
2025-07-30 15:33:41;3513;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Sandra Albert;feminino;cartão de crédito
2025-07-30 16:18:37;3514;São Paulo;Ana Oliveira;iPhone 13;Stephanie Lowe;feminino;pix
2025-07-30 16:32:39;3515;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Thomas Smith;masculino;dinheiro
2025-07-30 17:21:40;3516;São Luís;Brenno Pacheco;Smartwatch Garmin;Nicholas Kantrowitz;masculino;boleto
2025-07-30 17:35:32;3517;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Manuel Copeland;masculino;boleto
2025-07-30 18:15:35;3518;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Dolores Camacho;feminino;pix
2025-07-30 20:05:40;3519;Porto Alegre;Mariana Gomes;iPhone 13;Alberta Lee;feminino;cartão de dédito
2025-07-30 20:49:40;3520;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Albert Reed;masculino;dinheiro
2025-07-30 22:44:30;3521;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Darryl Perez;masculino;pix
2025-07-30 23:45:30;3522;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Aaron Mcburney;masculino;cartão de dédito
2025-07-30 23:50:39;3523;Florianópolis;Gabriela Santos;iPhone 13;Ashley Reynoso;feminino;dinheiro
2025-07-31 00:02:38;3524;Recife;Patrícia Carvalho;Câmera Canon EOS;Darnell Gardenhire;masculino;dinheiro
2025-07-31 14:46:35;3525;Natal;Larissa Ferreira;Monitor LG Ultrawide;Donald Schaeffer;masculino;dinheiro
2025-07-31 15:04:35;3526;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Fawn Seneker;feminino;cartão de dédito
2025-07-31 15:44:32;3527;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Christy Funston;feminino;boleto
2025-07-31 15:44:39;3528;Recife;Patrícia Carvalho;Smartwatch Garmin;Bruce Ginsberg;masculino;cartão de crédito
2025-07-31 17:06:40;3529;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Patrick Puskar;masculino;boleto
2025-07-31 20:17:35;3530;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Carol Spinks;feminino;pix
2025-07-31 21:59:37;3531;Fortaleza;André Lima;Câmera Canon EOS;Thomas Case;masculino;pix
2025-07-31 22:40:32;3532;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;George Scott;masculino;dinheiro
2025-07-31 23:37:37;3533;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;Luis Fouts;masculino;dinheiro
2025-08-01 00:13:39;3534;Florianópolis;Gabriela Santos;Teclado Mecânico HyperX;Andres Williams;masculino;dinheiro
2025-08-01 14:12:33;3535;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Christopher Dipietro;masculino;boleto
2025-08-01 14:40:38;3536;Natal;João Matos;Monitor LG Ultrawide;Jamie Mullins;feminino;dinheiro
2025-08-01 15:53:36;3537;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Elsie Smith;feminino;cartão de dédito
2025-08-01 16:04:37;3538;Florianópolis;Gabriela Santos;Câmera Canon EOS;Robert Barlow;masculino;dinheiro
2025-08-01 18:31:39;3539;São Paulo;Ana Oliveira;iPhone 13;Nadine Mcguire;feminino;dinheiro
2025-08-01 20:48:38;3540;Natal;João Matos;Smartphone Samsung Galaxy;James Bayer;masculino;pix
2025-08-02 00:29:40;3541;Florianópolis;Tiago Lima;Monitor LG Ultrawide;Gilbert Morris;masculino;dinheiro
2025-08-02 14:36:31;3542;São Paulo;Ana Oliveira;Smartwatch Garmin;John Morgan;masculino;pix
2025-08-02 15:00:33;3543;São Paulo;Lucas Pereira;Mouse Gamer Logitech;Curtis Macias;masculino;cartão de crédito
2025-08-02 15:03:35;3544;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ronald Antonio;masculino;cartão de crédito
2025-08-02 16:28:33;3545;Fortaleza;André Lima;Smartwatch Garmin;Elizabeth Smith;feminino;pix
2025-08-02 16:29:32;3546;Recife;Ricardo Mendes;Smartwatch Garmin;Charles Searchwell;masculino;cartão de crédito
2025-08-02 17:34:38;3547;Recife;Ricardo Mendes;Smartphone Samsung Galaxy;Shirley Henderson;feminino;cartão de crédito
2025-08-02 19:59:36;3548;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;Michael Tooley;masculino;pix
2025-08-02 20:20:30;3549;Natal;Larissa Ferreira;Tablet Apple Ipad;Carl Carter;masculino;dinheiro
2025-08-02 23:16:30;3550;Porto Alegre;Roberto Ferreira;iPhone 13;Michael Mcgee;masculino;cartão de crédito
2025-08-02 23:25:32;3551;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Joshua Carpenter;masculino;cartão de dédito
2025-08-03 14:44:39;3552;Rio de Janeiro;Pedro Souza;Teclado Mecânico HyperX;Andrew Peavler;masculino;pix
2025-08-03 15:25:30;3553;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Robert Lewis;masculino;dinheiro
2025-08-03 17:10:36;3554;Porto Alegre;Mariana Gomes;Monitor LG Ultrawide;Lori Bagley;feminino;boleto
2025-08-03 18:15:41;3555;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Gregory Ellis;masculino;pix
2025-08-03 18:32:38;3556;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Adela Crockette;feminino;dinheiro
2025-08-03 19:00:34;3557;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Barbara Honeycutt;feminino;cartão de dédito
2025-08-03 21:12:38;3558;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Lavonne Campbell;feminino;pix
2025-08-03 21:15:40;3559;Florianópolis;Tiago Lima;Câmera Canon EOS;Allen Buddenhagen;masculino;dinheiro
2025-08-03 23:42:39;3560;Fortaleza;André Lima;Mouse Gamer Logitech;Mark Treible;masculino;pix
2025-08-04 00:15:31;3561;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Perry Meyer;masculino;boleto
2025-08-04 14:15:37;3562;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Robin Jackson;feminino;pix
2025-08-04 15:26:34;3563;Natal;Larissa Ferreira;Mouse Gamer Logitech;Judith Heinemann;feminino;boleto
2025-08-04 17:41:31;3564;Recife;Ricardo Mendes;iPhone 13;Marvin Keller;masculino;dinheiro
2025-08-04 20:19:37;3565;Natal;Larissa Ferreira;Teclado Mecânico HyperX;Ashton Hughes;feminino;boleto
2025-08-04 20:24:31;3566;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Ben Kearby;masculino;pix
2025-08-04 22:45:37;3567;Fortaleza;André Lima;Teclado Mecânico HyperX;Hans Robinson;masculino;pix
2025-08-04 23:53:36;3568;Natal;Larissa Ferreira;Fone de Ouvido Sony;Don Bolton;masculino;boleto
2025-08-05 14:41:32;3569;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Mary Morin;feminino;boleto
2025-08-05 16:42:37;3570;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Leah Bagby;feminino;boleto
2025-08-05 17:00:38;3571;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Cindy Boykin;feminino;cartão de crédito
2025-08-05 17:56:38;3572;Recife;Ricardo Mendes;iPhone 13;Barbara Caddell;feminino;cartão de crédito
2025-08-05 18:14:30;3573;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Arthur Bilbrey;masculino;cartão de dédito
2025-08-05 19:19:33;3574;Recife;Patrícia Carvalho;Mouse Gamer Logitech;David Logsdon;masculino;boleto
2025-08-05 19:22:35;3575;São Luís;Emanuelle Victoria;Smartwatch Garmin;Ronald Lee;masculino;cartão de dédito
2025-08-05 19:26:33;3576;Rio de Janeiro;Juliana Almeida;Mouse Gamer Logitech;Kimberly Sprinkle;feminino;pix
2025-08-05 23:07:34;3577;São Paulo;Ana Oliveira;Teclado Mecânico HyperX;Bridget Parnell;feminino;cartão de crédito
2025-08-06 00:30:38;3578;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Gary Ballou;masculino;cartão de dédito
2025-08-06 14:55:32;3579;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;Bryan Green;masculino;boleto
2025-08-06 15:17:39;3580;Florianópolis;Tiago Lima;Tablet Apple Ipad;Lavonda Benedetto;feminino;pix
2025-08-06 17:33:32;3581;São Paulo;Ana Oliveira;iPhone 13;Patrick Jordon;masculino;boleto
2025-08-06 17:47:31;3582;Fortaleza;André Lima;iPhone 13;Daisy Bowler;feminino;dinheiro
2025-08-06 18:59:30;3583;São Paulo;Lucas Pereira;Câmera Canon EOS;Teresa Torres;feminino;boleto
2025-08-06 20:50:39;3584;Natal;João Matos;Tablet Apple Ipad;Rhonda Perrin;feminino;cartão de crédito
2025-08-06 21:32:33;3585;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Douglas Chandler;masculino;cartão de crédito
2025-08-07 00:40:36;3586;São Paulo;Ana Oliveira;iPhone 13;Allen Simmons;masculino;dinheiro
2025-08-07 16:17:40;3587;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;William Rust;masculino;boleto
2025-08-07 16:28:31;3588;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Cassandra Piper;feminino;boleto
2025-08-07 16:47:31;3589;Fortaleza;Beatriz Rocha;Fone de Ouvido Sony;Diane Stover;feminino;cartão de dédito
2025-08-07 17:20:33;3590;Belo Horizonte;Carlos Silva;Monitor LG Ultrawide;Glen Ross;masculino;pix
2025-08-07 19:33:37;3591;Fortaleza;André Lima;Teclado Mecânico HyperX;Kenneth Archer;masculino;pix
2025-08-07 19:50:31;3592;Natal;João Matos;Câmera Canon EOS;Bessie Hoyle;feminino;cartão de dédito
2025-08-07 21:25:30;3593;Recife;Patrícia Carvalho;Smartwatch Garmin;Richard Carr;masculino;boleto
2025-08-07 22:10:30;3594;Recife;Patrícia Carvalho;Smartwatch Garmin;Rachel Brown;feminino;dinheiro
2025-08-07 22:48:37;3595;Belo Horizonte;Fernanda Costa;iPhone 13;Fred Mcdonough;masculino;cartão de crédito
2025-08-07 23:17:39;3596;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Robert Fraser;masculino;cartão de dédito
2025-08-07 23:33:35;3597;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Timothy Edwards;masculino;boleto
2025-08-08 14:36:41;3598;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Juana Mulinix;feminino;dinheiro
2025-08-08 14:48:33;3599;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Eugene Garcia;masculino;dinheiro
2025-08-08 15:06:39;3600;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Heather Stockman;feminino;cartão de dédito
2025-08-08 16:03:32;3601;Rio de Janeiro;Juliana Almeida;Monitor LG Ultrawide;Alan Callahan;masculino;dinheiro
2025-08-08 16:15:38;3602;Natal;João Matos;Monitor LG Ultrawide;Charmaine Nelson;feminino;pix
2025-08-08 16:51:41;3603;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Cheryl George;feminino;cartão de dédito
2025-08-08 19:13:36;3604;Florianópolis;Tiago Lima;Smartwatch Garmin;Carol Alvarez;feminino;cartão de dédito
2025-08-08 21:42:40;3605;Recife;Patrícia Carvalho;Notebook Dell Inspiron;Lucy Tillman;feminino;pix
2025-08-08 22:49:35;3606;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Laura Freyermuth;feminino;pix
2025-08-08 22:58:40;3607;Natal;Larissa Ferreira;Câmera Canon EOS;Burton Mueller;masculino;pix
2025-08-08 23:36:37;3608;São Paulo;Lucas Pereira;iPhone 13;Terri Berube;feminino;cartão de dédito
2025-08-09 00:22:38;3609;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Cynthia Dean;feminino;cartão de dédito
2025-08-09 01:05:34;3610;São Luís;Emanuelle Victoria;Notebook Dell Inspiron;Gale Brock;feminino;dinheiro
2025-08-09 15:04:34;3611;Natal;João Matos;Smartphone Samsung Galaxy;Amy Cherubino;feminino;dinheiro
2025-08-09 15:39:36;3612;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Crystal Swackhammer;feminino;boleto
2025-08-09 16:37:36;3613;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Roy Pippen;masculino;cartão de dédito
2025-08-09 16:57:35;3614;Recife;Ricardo Mendes;Smartwatch Garmin;Ruby Cunningham;feminino;pix
2025-08-09 17:47:31;3615;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Christopher Matthews;masculino;cartão de crédito
2025-08-09 19:07:34;3616;São Paulo;Ana Oliveira;Smartwatch Garmin;Margaret Price;feminino;dinheiro
2025-08-09 19:30:33;3617;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Roberta Williams;feminino;dinheiro
2025-08-09 19:32:32;3618;Fortaleza;Beatriz Rocha;Mouse Gamer Logitech;Carl Fleck;masculino;cartão de crédito
2025-08-09 19:36:37;3619;Natal;Larissa Ferreira;Tablet Apple Ipad;Thomas Blake;masculino;pix
2025-08-09 21:59:34;3620;São Paulo;Lucas Pereira;iPhone 13;Sandy Bone;feminino;cartão de dédito
2025-08-09 22:26:41;3621;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Charmaine James;feminino;cartão de dédito
2025-08-09 23:45:33;3622;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Edwin Bannerman;masculino;cartão de dédito
2025-08-10 00:12:36;3623;Recife;Ricardo Mendes;Câmera Canon EOS;William Miller;masculino;cartão de crédito
2025-08-10 00:17:38;3624;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Albert Johnson;masculino;cartão de crédito
2025-08-10 14:08:33;3625;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Terri Shingler;feminino;boleto
2025-08-10 14:17:32;3626;São Luís;Emanuelle Victoria;Fone de Ouvido Sony;Donald Hopper;masculino;pix
2025-08-10 14:59:37;3627;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Abbie Bell;feminino;cartão de crédito
2025-08-10 15:52:37;3628;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Brett Crandell;masculino;cartão de crédito
2025-08-10 16:24:34;3629;São Luís;Emanuelle Victoria;Tablet Apple Ipad;Derrick Lemmon;masculino;pix
2025-08-10 16:32:32;3630;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Edward Bell;masculino;boleto
2025-08-10 16:42:33;3631;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Stephanie Delia;feminino;pix
2025-08-10 16:54:30;3632;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Kate Anderson;feminino;cartão de crédito
2025-08-10 16:57:32;3633;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Sarah Torres;feminino;dinheiro
2025-08-10 17:07:39;3634;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Beatriz Towler;feminino;boleto
2025-08-10 17:08:30;3635;Porto Alegre;Mariana Gomes;iPhone 13;Martha Alvarez;feminino;dinheiro
2025-08-10 18:12:35;3636;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Kelly Chessman;feminino;dinheiro
2025-08-10 19:09:34;3637;Recife;Patrícia Carvalho;Câmera Canon EOS;Tiffany Castle;feminino;cartão de crédito
2025-08-10 19:54:30;3638;Natal;Larissa Ferreira;Monitor LG Ultrawide;Brian Dudgeon;masculino;dinheiro
2025-08-10 20:40:36;3639;Recife;Patrícia Carvalho;Fone de Ouvido Sony;Cheryl Wilkinson;feminino;cartão de dédito
2025-08-10 20:55:39;3640;Fortaleza;André Lima;Smartwatch Garmin;Carmen Ross;feminino;boleto
2025-08-10 20:56:34;3641;Florianópolis;Gabriela Santos;iPhone 13;Luanne Digiovanni;feminino;boleto
2025-08-10 23:11:34;3642;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Barbara Fox;feminino;cartão de crédito
2025-08-11 01:03:31;3643;Porto Alegre;Mariana Gomes;Câmera Canon EOS;William Poole;masculino;dinheiro
2025-08-11 01:05:32;3644;São Luís;Brenno Pacheco;iPhone 13;Marie Lama;feminino;boleto
2025-08-11 15:02:35;3645;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Angie Hughes;feminino;cartão de dédito
2025-08-11 15:08:31;3646;Florianópolis;Gabriela Santos;Câmera Canon EOS;Melia Figueiredo;feminino;dinheiro
